Product_ID,Category,Store_Name,Customer_Name,Sales_Volume,Stock_Level,Demand_Forecast,Sentiment_Score,Seasonal,Last_Restock_Date,Manufacturer_ID,Product_Suggestion,Predictive_Alert,User_Bought_Products,Latitude,Longitude
Wrist_Watch,Health,Store_D,Customer_47,36,115,22,0.64,Yes,19-10-2024,Manufacturer_4,Jacket,False,"['Vacuum_Cleaner', 'Fridge', 'Face_Wash', 'LED_TV']",29.7604,-95.3698
Conditioner,Fashion,Store_L,Customer_10,490,160,135,-0.64,Yes,15-10-2024,Manufacturer_5,Conditioner,False,['Sunglasses'],25.7617,-80.1918
Rice,Personal Care,Store_Q,Customer_71,310,26,82,-0.7,Yes,28-08-2024,Manufacturer_15,Pet_Toys,True,"['Mens_T_Shirt', 'Face_Cream']",39.9526,-75.1652
Bluetooth_Speaker,Personal Care,Store_R,Customer_85,198,106,254,-0.27,No,31-08-2024,Manufacturer_8,Fridge,False,"['Chicken_Breast', 'Grooming_Kit', 'Sneakers', 'Soap', 'Leash']",45.5122,-122.6587
Salt,Health,Store_C,Customer_81,496,162,85,0.0,Yes,13-09-2024,Manufacturer_12,Eggs,True,"['Sports_Bottle', 'Eggs', 'Fridge']",41.8781,-87.6298
Sunscreen,Personal Care,Store_R,Customer_25,90,59,64,0.93,No,03-09-2024,Manufacturer_8,Washing_Machine,False,"['Pet_Shampoo', 'Sunglasses', 'Eggs', 'Organic_Banana']",45.5122,-122.6587
Dining_Set,Groceries,Store_C,Customer_79,159,18,266,-0.38,Yes,15-10-2024,Manufacturer_6,Organic_Banana,True,"['Blood_Pressure_Monitor', 'Sugar']",41.8781,-87.6298
Wrist_Watch,Health,Store_M,Customer_64,212,56,295,-0.82,Yes,29-09-2024,Manufacturer_2,Mens_T_Shirt,True,"['Laptop', 'Bedding_Set', 'Olive_Oil', 'Pain_Relief_Tablets']",36.1699,-115.1398
Kitchen_Blender,Home Essentials,Store_K,Customer_7,20,185,35,-0.93,Yes,18-09-2024,Manufacturer_8,LED_TV,True,"['Pet_Shampoo', 'Jacket', 'First_Aid_Kit', 'Body_Lotion', 'Air_Purifier']",42.3601,-71.0589
Laptop,Health,Store_E,Customer_13,398,166,78,-0.77,Yes,18-09-2024,Manufacturer_5,Toothpaste,True,['Cookware_Set'],33.4484,-112.074
Vitamins,Personal Care,Store_T,Customer_22,309,126,40,-0.81,Yes,21-09-2024,Manufacturer_19,Fresh_Milk,True,['Shampoo'],47.6062,-122.3321
Cat_Food,Electronics,Store_H,Customer_32,161,48,107,-0.93,Yes,08-10-2024,Manufacturer_2,Bedding_Set,True,"['Fresh_Milk', 'Cat_Food', 'Olive_Oil', 'Washing_Machine', 'Fresh_Milk']",32.7157,-117.1611
Wireless_Headphones,Fashion,Store_L,Customer_57,191,119,44,-0.97,No,09-09-2024,Manufacturer_6,Olive_Oil,False,"['Air_Purifier', 'Chicken_Breast']",25.7617,-80.1918
Blood_Pressure_Monitor,Groceries,Store_M,Customer_41,436,172,147,0.45,No,05-10-2024,Manufacturer_10,Microwave_Oven,True,"['Iron', 'Pet_Shampoo', 'Rice', 'Power_Bank']",36.1699,-115.1398
Face_Cream,Health,Store_D,Customer_94,419,74,228,-0.64,Yes,18-09-2024,Manufacturer_20,Pain_Relief_Tablets,False,"['Soap', 'Eggs', 'First_Aid_Kit', 'Kitchen_Blender']",29.7604,-95.3698
Whole_Wheat_Bread,Fashion,Store_C,Customer_39,295,66,208,-0.88,No,17-10-2024,Manufacturer_13,Smart_Watch,False,"['Dog_Food', 'Rice', 'Toothpaste', 'Fitness_Tracker']",41.8781,-87.6298
Deodorant,Pet Supplies,Store_K,Customer_63,311,161,234,-0.89,Yes,06-10-2024,Manufacturer_7,Smart_Watch,True,"['Jeans', 'Vacuum_Cleaner', 'Pet_Collar', 'Microwave_Oven', 'Smart_Watch']",42.3601,-71.0589
Health_Bar,Groceries,Store_H,Customer_100,154,168,153,-0.41,No,15-10-2024,Manufacturer_15,Eggs,False,"['Handbag', 'Smart_Watch']",32.7157,-117.1611
Pet_Shampoo,Personal Care,Store_G,Customer_85,167,172,223,0.12,No,13-10-2024,Manufacturer_5,Washing_Machine,False,"['Deodorant', 'Sugar', 'Treats', 'Organic_Banana']",47.6062,-122.3321
Fresh_Milk,Electronics,Store_B,Customer_38,101,37,96,0.28,No,08-09-2024,Manufacturer_1,Weight_Scale,False,"['Leash', 'Wrist_Watch', 'Sugar', 'Leash', 'Soap']",34.0522,-118.2437
Digital_Camera,Health,Store_Q,Customer_60,86,24,184,-0.23,Yes,03-10-2024,Manufacturer_8,Vitamins,False,"['Sneakers', 'Mobile_Phone', 'Dog_Food', 'Pasta']",39.9526,-75.1652
Cookware_Set,Pet Supplies,Store_N,Customer_48,421,147,202,-0.6,Yes,16-10-2024,Manufacturer_15,Mobile_Phone,False,"['First_Aid_Kit', 'Pet_Shampoo']",38.9072,-77.0369
Pet_Bed,Personal Care,Store_J,Customer_23,362,16,251,-0.75,No,16-10-2024,Manufacturer_1,Bedding_Set,False,"['Weight_Scale', 'Fresh_Milk', 'Laptop']",30.2672,-97.7431
Fridge,Health,Store_J,Customer_44,238,7,89,0.07,Yes,11-10-2024,Manufacturer_10,LED_TV,False,"['Yoga_Mat', 'Grooming_Kit', 'Body_Lotion', 'Gaming_Console']",30.2672,-97.7431
Shampoo,Home Essentials,Store_K,Customer_85,412,7,185,0.34,No,24-09-2024,Manufacturer_14,Chicken_Breast,True,['Rice'],42.3601,-71.0589
Whole_Wheat_Bread,Fashion,Store_S,Customer_79,148,52,169,-0.87,Yes,04-09-2024,Manufacturer_11,Bluetooth_Speaker,False,['Shampoo'],32.7767,-96.797
Power_Bank,Home Essentials,Store_K,Customer_84,337,159,280,-0.64,No,08-10-2024,Manufacturer_7,Vacuum_Cleaner,False,"['Jacket', 'Shampoo', 'Jacket', 'LED_TV']",42.3601,-71.0589
Digital_Camera,Home Essentials,Store_Q,Customer_63,145,82,149,-0.58,No,20-09-2024,Manufacturer_12,Wrist_Watch,True,"['Organic_Banana', 'Gaming_Console']",39.9526,-75.1652
Pet_Collar,Groceries,Store_M,Customer_3,348,18,73,-0.38,No,30-08-2024,Manufacturer_19,Bluetooth_Speaker,True,"['Face_Cream', 'Weight_Scale', 'Body_Lotion', 'Mens_T_Shirt', 'Power_Bank']",36.1699,-115.1398
Whole_Wheat_Bread,Fashion,Store_K,Customer_33,35,136,103,0.56,No,02-10-2024,Manufacturer_16,Bluetooth_Speaker,False,"['Shampoo', 'Iron', 'First_Aid_Kit']",42.3601,-71.0589
Perfume,Personal Care,Store_J,Customer_51,59,120,111,-0.81,No,02-09-2024,Manufacturer_6,Pet_Carrier,False,"['Air_Purifier', 'Chicken_Breast']",30.2672,-97.7431
Face_Wash,Pet Supplies,Store_J,Customer_88,333,89,210,0.39,Yes,21-10-2024,Manufacturer_16,Treats,True,"['Treats', 'Shampoo', 'Iron']",30.2672,-97.7431
Pet_Shampoo,Fashion,Store_D,Customer_40,311,36,163,-0.98,Yes,28-08-2024,Manufacturer_3,Jeans,False,['Cat_Food'],29.7604,-95.3698
Grooming_Kit,Personal Care,Store_L,Customer_6,158,62,118,0.58,Yes,15-10-2024,Manufacturer_13,Eggs,True,"['Digital_Camera', 'Conditioner']",25.7617,-80.1918
Wireless_Headphones,Pet Supplies,Store_H,Customer_45,87,49,263,0.56,No,18-10-2024,Manufacturer_3,Pet_Collar,True,['Soap'],32.7157,-117.1611
Sunscreen,Electronics,Store_H,Customer_68,201,186,23,0.98,Yes,26-08-2024,Manufacturer_8,Womens_Dress,False,"['Fridge', 'Deodorant']",32.7157,-117.1611
Protein_Shake,Pet Supplies,Store_G,Customer_60,273,25,96,0.19,No,21-09-2024,Manufacturer_18,Digital_Camera,True,"['Washing_Machine', 'Pasta', 'Bedding_Set', 'Dining_Set', 'First_Aid_Kit']",47.6062,-122.3321
USB_C_Charger,Pet Supplies,Store_H,Customer_73,30,90,174,0.02,No,01-09-2024,Manufacturer_1,Sunscreen,True,"['Pet_Carrier', 'Face_Cream', 'Smart_Watch', 'Organic_Banana']",32.7157,-117.1611
First_Aid_Kit,Groceries,Store_E,Customer_62,373,175,280,-0.44,Yes,15-09-2024,Manufacturer_11,Jacket,True,['Air_Purifier'],33.4484,-112.074
Dog_Food,Groceries,Store_I,Customer_21,354,82,241,-0.96,No,03-10-2024,Manufacturer_11,Scarf,True,"['Sports_Bottle', 'Blood_Pressure_Monitor', 'Pet_Toys']",37.7749,-122.4194
Womens_Dress,Home Essentials,Store_F,Customer_87,393,47,146,-0.37,Yes,12-09-2024,Manufacturer_4,USB_C_Charger,True,['Soap'],39.7392,-104.9903
Pet_Collar,Groceries,Store_N,Customer_28,101,53,187,-0.27,No,09-09-2024,Manufacturer_20,Soap,True,"['Health_Bar', 'Laptop', 'Bluetooth_Speaker', 'Rice']",38.9072,-77.0369
Yoga_Mat,Health,Store_D,Customer_45,497,159,111,0.7,Yes,24-09-2024,Manufacturer_7,Wrist_Watch,False,['Pet_Carrier'],29.7604,-95.3698
Womens_Dress,Electronics,Store_B,Customer_62,338,8,217,-0.08,No,30-08-2024,Manufacturer_15,Gaming_Console,True,"['Bluetooth_Speaker', 'Vacuum_Cleaner', 'Mobile_Phone', 'Weight_Scale']",34.0522,-118.2437
Pain_Relief_Tablets,Health,Store_R,Customer_49,325,48,144,-0.69,No,04-10-2024,Manufacturer_18,Treats,False,"['Pet_Collar', 'Microwave_Oven']",45.5122,-122.6587
Health_Bar,Groceries,Store_C,Customer_84,16,64,84,-0.6,No,18-10-2024,Manufacturer_19,Fitness_Tracker,True,['Pet_Toys'],41.8781,-87.6298
Conditioner,Electronics,Store_B,Customer_8,449,170,121,0.22,No,21-10-2024,Manufacturer_9,Sunscreen,False,"['Gaming_Console', 'Grooming_Kit', 'Rice']",34.0522,-118.2437
Grooming_Kit,Home Essentials,Store_G,Customer_97,224,108,54,0.17,Yes,20-10-2024,Manufacturer_9,Kitchen_Blender,True,"['Cat_Food', 'Vacuum_Cleaner', 'Pet_Bed', 'Blood_Pressure_Monitor']",47.6062,-122.3321
Sports_Bottle,Pet Supplies,Store_T,Customer_22,398,174,225,-0.98,Yes,29-08-2024,Manufacturer_8,Health_Bar,False,['Blood_Pressure_Monitor'],47.6062,-122.3321
Face_Wash,Pet Supplies,Store_N,Customer_10,275,26,205,-0.11,No,07-10-2024,Manufacturer_1,Washing_Machine,True,"['Womens_Dress', 'Rice', 'Pet_Toys']",38.9072,-77.0369
Fitness_Tracker,Pet Supplies,Store_F,Customer_36,65,174,174,-0.95,Yes,14-10-2024,Manufacturer_4,Microwave_Oven,False,['Bedding_Set'],39.7392,-104.9903
Pet_Toys,Groceries,Store_P,Customer_49,62,24,239,0.32,Yes,24-09-2024,Manufacturer_10,Pasta,False,['Eggs'],35.2271,-80.8431
Washing_Machine,Groceries,Store_J,Customer_47,414,96,284,-0.21,Yes,11-10-2024,Manufacturer_7,LED_TV,True,"['Cat_Food', 'Bedding_Set']",30.2672,-97.7431
Leash,Pet Supplies,Store_C,Customer_7,296,35,199,0.63,Yes,11-09-2024,Manufacturer_2,Microwave_Oven,False,"['Fridge', 'Fitness_Tracker']",41.8781,-87.6298
Rice,Pet Supplies,Store_C,Customer_70,237,163,69,-0.4,No,02-10-2024,Manufacturer_13,Pet_Carrier,True,"['Salt', 'Organic_Banana', 'Womens_Dress', 'Sunglasses', 'Soap']",41.8781,-87.6298
Deodorant,Groceries,Store_P,Customer_35,373,11,256,0.87,Yes,09-10-2024,Manufacturer_6,Leash,True,"['Fresh_Milk', 'Handbag', 'USB_C_Charger', 'Pet_Carrier']",35.2271,-80.8431
USB_C_Charger,Electronics,Store_P,Customer_24,391,69,281,0.41,No,07-10-2024,Manufacturer_13,Sunglasses,False,['Dining_Set'],35.2271,-80.8431
Toothpaste,Fashion,Store_G,Customer_4,373,174,42,0.69,Yes,26-09-2024,Manufacturer_14,Pet_Toys,True,"['Wireless_Headphones', 'Pet_Toys', 'Mobile_Phone', 'Pet_Bed']",47.6062,-122.3321
Olive_Oil,Health,Store_S,Customer_65,27,59,92,0.26,No,30-08-2024,Manufacturer_17,Face_Cream,True,"['Protein_Shake', 'Weight_Scale']",32.7767,-96.797
Shampoo,Electronics,Store_E,Customer_69,495,92,156,0.67,Yes,05-09-2024,Manufacturer_4,Kitchen_Blender,True,['Air_Purifier'],33.4484,-112.074
Mobile_Phone,Pet Supplies,Store_H,Customer_49,353,31,189,-0.42,Yes,22-09-2024,Manufacturer_18,Conditioner,False,"['Chicken_Breast', 'Kitchen_Blender', 'Yoga_Mat', 'Smart_Watch', 'Mobile_Phone']",32.7157,-117.1611
Bedding_Set,Fashion,Store_Q,Customer_52,143,119,19,0.47,No,03-09-2024,Manufacturer_8,Sunglasses,False,"['LED_TV', 'Shampoo']",39.9526,-75.1652
Fridge,Home Essentials,Store_C,Customer_97,121,55,117,-0.26,Yes,19-09-2024,Manufacturer_3,Body_Lotion,False,"['Bedding_Set', 'Sunglasses']",41.8781,-87.6298
Womens_Sandals,Home Essentials,Store_C,Customer_19,92,148,183,0.25,No,16-09-2024,Manufacturer_9,Washing_Machine,True,['Dog_Food'],41.8781,-87.6298
Power_Bank,Health,Store_G,Customer_89,164,21,102,-0.27,Yes,21-09-2024,Manufacturer_4,Mens_T_Shirt,False,"['Vacuum_Cleaner', 'Olive_Oil', 'Womens_Dress', 'Treats', 'Grooming_Kit']",47.6062,-122.3321
Eggs,Home Essentials,Store_N,Customer_79,372,50,71,-0.9,No,08-10-2024,Manufacturer_20,Protein_Shake,True,"['Weight_Scale', 'Washing_Machine', 'Face_Wash', 'Sunscreen', 'Kitchen_Blender']",38.9072,-77.0369
Rice,Home Essentials,Store_N,Customer_48,57,110,236,0.05,Yes,10-09-2024,Manufacturer_14,Fridge,False,"['Bedding_Set', 'Smart_Watch', 'Cookware_Set', 'Womens_Dress', 'Body_Lotion']",38.9072,-77.0369
Jeans,Groceries,Store_O,Customer_2,465,182,200,-0.67,No,06-10-2024,Manufacturer_16,Olive_Oil,False,"['Gaming_Console', 'Sunglasses', 'Washing_Machine', 'Pet_Bed']",44.9778,-93.265
Washing_Machine,Pet Supplies,Store_H,Customer_73,335,11,275,0.27,No,27-09-2024,Manufacturer_16,Smart_Watch,True,"['Whole_Wheat_Bread', 'Chicken_Breast']",32.7157,-117.1611
Sports_Bottle,Personal Care,Store_C,Customer_74,340,57,298,0.81,Yes,03-09-2024,Manufacturer_15,Pain_Relief_Tablets,True,"['Digital_Camera', 'Pet_Toys', 'Pet_Shampoo', 'Salt', 'Microwave_Oven']",41.8781,-87.6298
Salt,Home Essentials,Store_P,Customer_39,373,60,12,-0.98,Yes,14-10-2024,Manufacturer_9,Leash,True,['Pet_Shampoo'],35.2271,-80.8431
Sugar,Groceries,Store_Q,Customer_73,70,57,174,-0.2,No,21-09-2024,Manufacturer_2,Pet_Collar,False,"['Pet_Shampoo', 'Gaming_Console', 'Yoga_Mat', 'Womens_Dress', 'LED_TV']",39.9526,-75.1652
Rice,Fashion,Store_S,Customer_52,60,7,58,0.07,Yes,27-08-2024,Manufacturer_9,Kitchen_Blender,False,"['Bluetooth_Speaker', 'Blood_Pressure_Monitor']",32.7767,-96.797
Vitamins,Groceries,Store_I,Customer_86,246,57,64,0.12,No,18-10-2024,Manufacturer_18,Shampoo,True,"['Wireless_Headphones', 'Face_Cream', 'Salt', 'Yoga_Mat']",37.7749,-122.4194
Grooming_Kit,Electronics,Store_T,Customer_57,116,19,45,0.13,No,18-09-2024,Manufacturer_14,Pasta,True,['Smart_Watch'],47.6062,-122.3321
Womens_Sandals,Pet Supplies,Store_T,Customer_68,187,149,139,0.47,Yes,22-09-2024,Manufacturer_3,Fresh_Milk,False,"['LED_TV', 'Pasta', 'Mens_T_Shirt', 'Health_Bar', 'Blood_Pressure_Monitor']",47.6062,-122.3321
Smart_Watch,Fashion,Store_D,Customer_58,160,163,258,-0.46,No,29-08-2024,Manufacturer_8,Salt,False,"['Health_Bar', 'First_Aid_Kit', 'Rice']",29.7604,-95.3698
Bedding_Set,Fashion,Store_G,Customer_60,247,131,169,-0.79,Yes,02-09-2024,Manufacturer_9,Health_Bar,True,['Rice'],47.6062,-122.3321
Kitchen_Blender,Personal Care,Store_H,Customer_36,86,182,153,0.97,No,01-10-2024,Manufacturer_19,Iron,True,"['Fitness_Tracker', 'Wireless_Headphones', 'Rice']",32.7157,-117.1611
Face_Cream,Home Essentials,Store_K,Customer_86,153,44,223,0.15,No,19-09-2024,Manufacturer_1,Vitamins,False,"['Blood_Pressure_Monitor', 'Power_Bank', 'Perfume', 'LED_TV', 'Smart_Watch']",42.3601,-71.0589
Sports_Bottle,Health,Store_H,Customer_35,178,157,287,0.88,No,04-09-2024,Manufacturer_4,Sunglasses,False,"['Pain_Relief_Tablets', 'Wrist_Watch', 'Sugar', 'Leash']",32.7157,-117.1611
Smart_Watch,Pet Supplies,Store_S,Customer_83,224,90,291,0.59,Yes,02-09-2024,Manufacturer_14,Fridge,False,"['Fresh_Milk', 'Cookware_Set', 'Deodorant', 'Pet_Shampoo']",32.7767,-96.797
Vacuum_Cleaner,Groceries,Store_N,Customer_96,438,190,204,0.74,Yes,24-09-2024,Manufacturer_5,Shampoo,True,"['Kitchen_Blender', 'Gaming_Console', 'First_Aid_Kit']",38.9072,-77.0369
Fresh_Milk,Health,Store_G,Customer_90,369,63,39,-0.83,No,11-09-2024,Manufacturer_4,Handbag,True,"['Weight_Scale', 'Shampoo', 'Sunscreen', 'Pasta', 'Kitchen_Blender']",47.6062,-122.3321
Scarf,Pet Supplies,Store_S,Customer_45,162,7,207,0.47,Yes,01-10-2024,Manufacturer_16,LED_TV,False,['Cat_Food'],32.7767,-96.797
Smart_Watch,Health,Store_A,Customer_85,408,149,182,0.29,Yes,16-10-2024,Manufacturer_16,Cat_Food,False,"['Dining_Set', 'Face_Cream', 'Gaming_Console', 'Pasta']",40.7128,-74.006
Toothpaste,Personal Care,Store_J,Customer_36,102,67,131,-0.75,No,13-10-2024,Manufacturer_17,Microwave_Oven,False,"['Shampoo', 'Pasta', 'Protein_Shake']",30.2672,-97.7431
Fridge,Groceries,Store_R,Customer_83,232,17,68,0.45,No,23-10-2024,Manufacturer_16,Fresh_Milk,True,"['Sugar', 'Fitness_Tracker']",45.5122,-122.6587
Jeans,Groceries,Store_B,Customer_56,53,77,219,-0.82,No,03-09-2024,Manufacturer_15,Face_Cream,True,['Leash'],34.0522,-118.2437
Jacket,Pet Supplies,Store_A,Customer_55,100,52,261,-0.24,No,04-10-2024,Manufacturer_19,Pain_Relief_Tablets,True,['Pet_Toys'],40.7128,-74.006
Jacket,Personal Care,Store_C,Customer_47,452,125,30,-0.06,No,08-10-2024,Manufacturer_9,Pet_Toys,True,"['Pet_Carrier', 'Smart_Watch']",41.8781,-87.6298
Protein_Shake,Home Essentials,Store_J,Customer_1,315,79,103,-0.41,Yes,11-09-2024,Manufacturer_9,Womens_Dress,True,"['Fitness_Tracker', 'Treats', 'Wrist_Watch']",30.2672,-97.7431
Face_Wash,Groceries,Store_P,Customer_61,161,142,129,-0.82,Yes,03-10-2024,Manufacturer_5,Eggs,False,"['USB_C_Charger', 'Organic_Banana', 'Face_Wash', 'Microwave_Oven']",35.2271,-80.8431
Blood_Pressure_Monitor,Home Essentials,Store_K,Customer_36,235,83,13,-0.14,No,18-10-2024,Manufacturer_15,Handbag,True,"['Mens_T_Shirt', 'Washing_Machine', 'Face_Wash', 'Dining_Set']",42.3601,-71.0589
Wrist_Watch,Electronics,Store_E,Customer_76,40,159,126,-0.32,No,21-10-2024,Manufacturer_4,Olive_Oil,True,"['Chicken_Breast', 'Power_Bank', 'Vacuum_Cleaner', 'Organic_Banana']",33.4484,-112.074
Leash,Electronics,Store_L,Customer_80,10,117,82,-0.23,No,02-09-2024,Manufacturer_10,Iron,False,['Olive_Oil'],25.7617,-80.1918
Leash,Health,Store_H,Customer_80,293,77,103,0.25,Yes,13-10-2024,Manufacturer_8,Weight_Scale,False,"['Soap', 'Weight_Scale', 'Toothpaste']",32.7157,-117.1611
Kitchen_Blender,Personal Care,Store_C,Customer_9,163,182,24,-0.79,No,27-09-2024,Manufacturer_11,Chicken_Breast,True,"['Chicken_Breast', 'Rice', 'Toothpaste']",41.8781,-87.6298
Pasta,Groceries,Store_N,Customer_66,35,65,166,0.98,Yes,11-09-2024,Manufacturer_17,Mens_T_Shirt,False,"['Deodorant', 'Sports_Bottle', 'Pet_Collar', 'Bluetooth_Speaker', 'USB_C_Charger']",38.9072,-77.0369
Whole_Wheat_Bread,Electronics,Store_N,Customer_9,290,103,139,-0.87,Yes,30-08-2024,Manufacturer_11,Dog_Food,False,['Bedding_Set'],38.9072,-77.0369
Soap,Home Essentials,Store_M,Customer_52,83,86,81,0.47,Yes,04-10-2024,Manufacturer_18,Perfume,True,['Pet_Shampoo'],36.1699,-115.1398
Vitamins,Fashion,Store_Q,Customer_35,336,113,45,-0.02,Yes,26-09-2024,Manufacturer_8,Toothpaste,False,"['Jeans', 'Womens_Dress']",39.9526,-75.1652
Chicken_Breast,Health,Store_N,Customer_61,260,63,110,0.93,Yes,14-10-2024,Manufacturer_12,Sunscreen,False,['Cat_Food'],38.9072,-77.0369
Womens_Sandals,Fashion,Store_H,Customer_47,499,163,270,0.12,Yes,18-10-2024,Manufacturer_15,Fridge,True,"['Fresh_Milk', 'Body_Lotion']",32.7157,-117.1611
Pasta,Home Essentials,Store_J,Customer_91,424,40,118,0.69,Yes,30-08-2024,Manufacturer_13,Pet_Bed,False,['Toothpaste'],30.2672,-97.7431
Vacuum_Cleaner,Fashion,Store_L,Customer_52,82,161,145,0.01,No,31-08-2024,Manufacturer_13,Leash,False,"['Eggs', 'Sports_Bottle', 'Mobile_Phone', 'Pet_Collar']",25.7617,-80.1918
Blood_Pressure_Monitor,Health,Store_D,Customer_34,398,99,172,-0.52,Yes,11-09-2024,Manufacturer_14,Salt,True,['Pain_Relief_Tablets'],29.7604,-95.3698
Bluetooth_Speaker,Personal Care,Store_R,Customer_24,205,186,126,-0.6,No,30-09-2024,Manufacturer_12,Sugar,True,"['Power_Bank', 'Pet_Carrier', 'Handbag']",45.5122,-122.6587
Perfume,Groceries,Store_T,Customer_24,44,31,140,0.81,No,19-09-2024,Manufacturer_11,Face_Cream,True,"['Fridge', 'Fresh_Milk', 'Salt', 'Smart_Watch', 'Pain_Relief_Tablets']",47.6062,-122.3321
Salt,Health,Store_H,Customer_71,112,92,100,0.97,No,21-10-2024,Manufacturer_16,Weight_Scale,False,"['Iron', 'Salt', 'Mobile_Phone', 'Handbag']",32.7157,-117.1611
Air_Purifier,Home Essentials,Store_I,Customer_65,102,56,271,-0.43,No,09-09-2024,Manufacturer_16,Kitchen_Blender,True,"['Grooming_Kit', 'Sports_Bottle']",37.7749,-122.4194
Sunscreen,Health,Store_R,Customer_72,68,101,221,0.77,Yes,12-09-2024,Manufacturer_2,Soap,False,['Smart_Watch'],45.5122,-122.6587
Pasta,Pet Supplies,Store_F,Customer_8,44,93,36,-0.2,No,03-10-2024,Manufacturer_11,Perfume,True,"['Iron', 'USB_C_Charger', 'Soap']",39.7392,-104.9903
Protein_Shake,Fashion,Store_L,Customer_27,176,94,163,0.91,No,29-09-2024,Manufacturer_11,Gaming_Console,True,"['Chicken_Breast', 'Womens_Sandals', 'Dog_Food', 'Vitamins', 'Olive_Oil']",25.7617,-80.1918
Perfume,Groceries,Store_P,Customer_62,245,112,113,-0.22,No,01-09-2024,Manufacturer_15,Face_Cream,False,"['Pet_Toys', 'Pet_Shampoo', 'Smart_Watch', 'Fitness_Tracker', 'Organic_Banana']",35.2271,-80.8431
Leash,Personal Care,Store_B,Customer_93,371,116,252,0.72,Yes,29-09-2024,Manufacturer_18,Washing_Machine,False,"['Pet_Collar', 'Washing_Machine', 'Pet_Bed', 'Scarf']",34.0522,-118.2437
LED_TV,Home Essentials,Store_L,Customer_21,229,183,252,0.3,No,29-08-2024,Manufacturer_10,Handbag,True,"['Smart_Watch', 'Dining_Set']",25.7617,-80.1918
Mobile_Phone,Electronics,Store_R,Customer_42,426,17,286,-0.47,No,01-10-2024,Manufacturer_10,Fresh_Milk,False,"['Womens_Sandals', 'Sports_Bottle', 'USB_C_Charger', 'Eggs', 'Vitamins']",45.5122,-122.6587
First_Aid_Kit,Groceries,Store_L,Customer_55,341,37,72,-0.34,Yes,18-10-2024,Manufacturer_4,Vacuum_Cleaner,False,"['Scarf', 'Organic_Banana']",25.7617,-80.1918
Iron,Groceries,Store_T,Customer_56,109,30,248,-0.11,Yes,10-09-2024,Manufacturer_20,Grooming_Kit,True,"['Face_Cream', 'Pet_Carrier', 'Pet_Collar', 'Vitamins']",47.6062,-122.3321
Treats,Electronics,Store_J,Customer_36,343,173,10,0.51,Yes,06-09-2024,Manufacturer_10,LED_TV,True,"['Laptop', 'Pet_Carrier']",30.2672,-97.7431
Fitness_Tracker,Groceries,Store_E,Customer_12,218,125,135,-0.76,Yes,14-09-2024,Manufacturer_17,Jeans,True,"['Scarf', 'Dog_Food', 'Gaming_Console', 'Mens_T_Shirt']",33.4484,-112.074
Fitness_Tracker,Health,Store_G,Customer_74,62,88,51,-0.84,Yes,10-10-2024,Manufacturer_18,Fresh_Milk,False,"['Smart_Watch', 'Washing_Machine']",47.6062,-122.3321
Conditioner,Home Essentials,Store_O,Customer_96,177,49,217,0.81,Yes,28-08-2024,Manufacturer_3,Cat_Food,True,"['Salt', 'Pain_Relief_Tablets', 'Cookware_Set', 'Face_Wash']",44.9778,-93.265
Dog_Food,Pet Supplies,Store_J,Customer_9,163,167,82,-0.28,Yes,20-09-2024,Manufacturer_4,Wrist_Watch,False,"['Handbag', 'Fitness_Tracker', 'Yoga_Mat', 'Eggs']",30.2672,-97.7431
Washing_Machine,Groceries,Store_M,Customer_47,434,85,33,0.85,Yes,04-09-2024,Manufacturer_13,Kitchen_Blender,False,['Bedding_Set'],36.1699,-115.1398
Fridge,Home Essentials,Store_B,Customer_70,190,93,102,0.89,No,08-09-2024,Manufacturer_6,Scarf,False,"['Protein_Shake', 'Sunscreen', 'Sunscreen', 'Gaming_Console']",34.0522,-118.2437
Wireless_Headphones,Health,Store_S,Customer_37,445,192,49,0.82,Yes,19-10-2024,Manufacturer_9,First_Aid_Kit,True,"['Pet_Toys', 'Jeans', 'Treats', 'Gaming_Console', 'Dining_Set']",32.7767,-96.797
Bluetooth_Speaker,Electronics,Store_P,Customer_53,316,104,154,-0.03,No,15-09-2024,Manufacturer_7,Wireless_Headphones,False,"['Protein_Shake', 'Soap', 'Chicken_Breast', 'Treats', 'Dog_Food']",35.2271,-80.8431
Perfume,Fashion,Store_C,Customer_84,71,91,233,0.66,Yes,31-08-2024,Manufacturer_17,Dog_Food,True,"['Smart_Watch', 'Protein_Shake', 'Sneakers']",41.8781,-87.6298
Wireless_Headphones,Home Essentials,Store_N,Customer_15,431,109,152,0.36,Yes,10-09-2024,Manufacturer_17,Dining_Set,True,"['LED_TV', 'Blood_Pressure_Monitor']",38.9072,-77.0369
Dining_Set,Home Essentials,Store_I,Customer_51,373,37,22,-0.26,Yes,06-10-2024,Manufacturer_12,Sugar,True,"['Perfume', 'USB_C_Charger']",37.7749,-122.4194
Wireless_Headphones,Health,Store_T,Customer_95,143,70,197,0.22,Yes,30-08-2024,Manufacturer_5,Microwave_Oven,True,"['Iron', 'Deodorant', 'Laptop', 'Body_Lotion', 'Olive_Oil']",47.6062,-122.3321
Sunglasses,Health,Store_D,Customer_80,107,128,85,0.78,Yes,01-09-2024,Manufacturer_1,USB_C_Charger,False,['Kitchen_Blender'],29.7604,-95.3698
